,Danceability,Key,Loudness,Speechiness,Instrumentalness,Liveness,Valence,Tempo
2839,0.609,5,-4.448,0.0404,8.68e-06,0.434,0.401,130.034
2840,0.526,5,-1.692,0.0459,0.0,0.437,0.715,131.715
2841,0.734,6,-13.832,0.0346,0.102,0.0478,0.393,95.112
2842,0.484,9,-6.663,0.0283,0.00306,0.155,0.324,140.588
2843,0.746,11,-6.607,0.0482,7.77e-05,0.12,0.231,132.036
2844,0.587,6,-5.789,0.0556,0.0,0.596,0.725,136.704
2845,0.456,7,-9.979,0.0384,4.72e-05,0.103,0.451,113.71
2846,0.495,1,-2.512,0.204,0.0,0.89,0.53,82.812
2847,0.685,6,-7.881,0.0548,0.881,0.0722,0.959,180.015
2848,0.677,9,-9.895,0.0522,0.793,0.194,0.731,97.494
2849,0.769,8,-14.419,0.0629,0.0,0.142,0.682,96.994
2850,0.818,3,-7.278,0.0382,0.0,0.0793,0.974,126.038
2851,0.779,4,-5.568,0.0847,0.00593,0.238,0.874,153.389
2852,0.235,6,-5.832,0.0689,0.899,0.0872,0.277,138.219
2853,0.452,0,-4.349,0.117,0.00631,0.0985,0.178,123.035
2854,0.452,9,-17.599,0.0467,0.0031,0.0756,0.82,80.767
2855,0.613,2,-17.118,0.329,0.807,0.108,0.902,104.994
2856,0.578,10,-10.784,0.0299,0.000117,0.347,0.69,76.231
2857,0.534,10,-18.429,0.198,0.941,0.119,0.827,200.412
2858,0.905,4,-2.63,0.137,0.00529,0.0707,0.944,131.597
2859,0.354,0,-10.094,0.0844,0.0,0.0879,0.931,184.353
2860,0.239,9,-17.495,0.0347,0.0789,0.0542,0.462,143.319
2861,0.544,3,-14.483,0.0358,0.0,0.111,0.554,93.064
2862,0.464,5,-12.64,0.0634,3.96e-05,0.303,0.61,115.854
2863,0.325,7,-11.715,0.0284,0.00291,0.159,0.187,134.056
2864,0.584,9,-10.362,0.0299,0.0,0.0722,0.94,98.968
2865,0.604,5,-6.259,0.0273,0.828,0.368,0.348,122.032
2866,0.723,0,-4.175,0.0386,0.866,0.0708,0.859,126.588
2867,0.395,2,-10.383,0.0811,4.13e-06,0.143,0.363,103.909
2868,0.273,2,-6.568,0.0299,1.35e-05,0.126,0.351,173.707
2869,0.572,7,-6.362,0.0308,0.0,0.231,0.323,95.799
2870,0.642,0,-4.655,0.03,0.0,0.303,0.871,134.116
2871,0.348,1,-9.566,0.0329,0.000177,0.168,0.268,150.932
2872,0.733,5,-15.982,0.139,0.817,0.189,0.921,96.352
2873,0.38,2,-6.477,0.0435,0.00488,0.0744,0.34,151.012
2874,0.547,1,-2.264,0.0469,9.95e-05,0.0665,0.835,122.005
2875,0.459,6,-6.167,0.0681,4.44e-06,0.485,0.583,108.952
2876,0.643,4,-11.919,0.0372,0.000255,0.598,0.786,126.198
2877,0.66,5,-10.211,0.0334,7.47e-06,0.0647,0.726,109.328
2878,0.609,5,-10.407,0.0897,0.0,0.203,0.893,166.142
2879,0.451,7,-9.898,0.0646,0.00542,0.386,0.299,117.046
2880,0.89,5,-12.111,0.0605,1.31e-05,0.0741,0.907,106.979
2881,0.628,1,-15.588,0.0363,1.47e-05,0.0926,0.665,115.654
2882,0.676,9,-8.491,0.0716,0.135,0.176,0.469,138.09
2883,0.795,5,-8.552,0.0715,0.00658,0.136,0.482,100.025
2884,0.48,0,-5.874,0.027,0.00641,0.184,0.541,164.791
2885,0.541,2,-2.882,0.0555,0.000114,0.113,0.715,145.644
2886,0.371,4,-5.704,0.0951,0.594,0.463,0.504,133.477
2887,0.339,11,-14.377,0.0385,0.459,0.375,0.117,142.362
2888,0.544,2,-7.913,0.0266,0.00966,0.0671,0.91,100.894
2889,0.375,7,-10.889,0.0293,0.00169,0.185,0.344,113.163
2890,0.715,5,-10.197,0.0369,0.000124,0.127,0.899,104.312
2891,0.414,9,-18.566,0.0411,0.928,0.168,0.892,78.695
2892,0.433,9,-4.04,0.0431,0.0,0.028,0.365,172.984
2893,0.501,8,-5.127,0.0449,3.34e-05,0.245,0.532,139.113
2894,0.491,0,-14.473,0.0456,0.444,0.307,0.0806,120.019
2895,0.377,4,-6.337,0.0391,0.0178,0.228,0.31,150.035
2896,0.622,7,-8.807,0.0329,0.0,0.092,0.965,129.566
2897,0.325,0,-10.884,0.0295,6.93e-05,0.0817,0.219,166.933
2898,0.654,10,-6.915,0.293,1.28e-05,0.338,0.364,81.947
2899,0.419,9,-22.829,0.0415,0.449,0.112,0.256,129.803
2900,0.819,0,-6.521,0.0408,0.0017,0.184,0.809,110.018
2901,0.613,5,-11.999,0.0309,0.0132,0.0869,0.525,87.573
2902,0.758,9,-11.406,0.0504,0.0,0.288,0.645,110.608
2903,0.454,7,-11.128,0.0486,0.0,0.219,0.847,124.801
2904,0.556,10,-7.471,0.0463,0.000351,0.153,0.121,80.985
2905,0.662,11,-5.544,0.0635,0.141,0.0351,0.929,116.499
2906,0.698,4,-13.029,0.0605,0.0,0.124,0.724,85.023
2907,0.425,7,-8.143,0.0572,0.888,0.286,0.261,118.018
2908,0.637,4,-10.669,0.27,0.000262,0.106,0.793,76.809
2909,0.191,10,-9.402,0.0327,0.000292,0.172,0.187,78.09
2910,0.465,7,-8.299,0.0826,1.23e-06,0.169,0.652,126.453
2911,0.727,7,-4.493,0.0419,0.0017,0.364,0.737,128.05
2912,0.313,0,-12.028,0.0383,0.00788,0.107,0.406,87.07
2913,0.454,0,-7.291,0.0384,0.0253,0.322,0.636,170.339
2914,0.559,11,-3.964,0.39,0.0,0.252,0.504,176.618
2915,0.31,10,-13.011,0.0278,0.000309,0.12,0.0665,89.183
2916,0.851,5,-11.515,0.0601,1.2e-05,0.124,0.942,115.992
2917,0.768,5,-5.109,0.0313,2.92e-05,0.097,0.962,118.773
2918,0.411,4,-6.139,0.0533,2.35e-06,0.371,0.77,157.968
2919,0.638,0,-10.892,0.0348,0.0,0.515,0.904,125.495
2920,0.268,0,-11.034,0.0341,0.075,0.229,0.903,182.921
2921,0.481,5,-9.863,0.0278,0.939,0.149,0.053,109.001
2922,0.87,5,-5.541,0.0459,6.76e-06,0.0588,0.726,126.967
2923,0.472,5,-12.581,0.0263,0.0,0.111,0.29,100.299
2924,0.358,9,-11.79,0.0849,0.00428,0.178,0.356,120.317
2925,0.723,7,-3.081,0.0625,0.00123,0.565,0.274,98.007
2926,0.61,8,-9.544,0.0481,0.0,0.305,0.867,109.762
2927,0.44,2,-7.102,0.0332,0.000487,0.0752,0.56,98.541
2928,0.316,0,-11.829,0.032,0.00642,0.109,0.17,80.127
2929,0.308,4,-15.24,0.0626,2.52e-06,0.166,0.158,186.047
2930,0.555,7,-7.372,0.0314,0.00472,0.357,0.841,92.924
2931,0.505,11,-5.453,0.0564,0.0887,0.3,0.423,118.157
2932,0.752,10,-6.347,0.0411,0.00322,0.097,0.842,105.311
2933,0.536,2,-16.838,0.0374,0.0,0.108,0.587,133.745
2934,0.543,0,-10.711,0.112,0.0,0.0831,0.908,174.087
2935,0.939,7,-5.298,0.14,0.000217,0.117,0.667,112.942
2936,0.744,10,-8.981,0.0717,0.0389,0.0594,0.742,119.997
2937,0.814,9,-12.068,0.0619,0.0,0.061,0.933,109.394
2938,0.71,10,-15.75,0.0997,0.000103,0.162,0.57,79.697
2939,0.378,7,-10.459,0.0635,0.00195,0.0522,0.647,120.726
2940,0.367,1,-2.821,0.0465,0.0,0.113,0.31,148.913
2941,0.365,0,-5.148,0.0691,0.000469,0.292,0.575,81.772
2942,0.564,0,-12.923,0.0484,2.84e-06,0.151,0.836,99.302
2943,0.696,5,-12.159,0.0415,0.149,0.298,0.954,98.699
2944,0.466,0,-8.249,0.0714,0.0,0.717,0.961,167.428
2945,0.742,9,-7.51,0.107,0.0,0.111,0.431,101.013
2946,0.732,5,-11.775,0.028,1.1e-05,0.0659,0.618,88.174
2947,0.276,0,-11.965,0.0264,0.0573,0.156,0.216,76.56
2948,0.807,0,-10.416,0.376,0.000145,0.0702,0.954,74.953
2949,0.654,4,-6.26,0.0288,0.00251,0.165,0.661,114.623
2950,0.835,5,-8.674,0.0497,0.0,0.0139,0.971,95.999
2951,0.592,0,-13.346,0.0247,1.31e-06,0.196,0.636,105.222
2952,0.589,10,-15.075,0.0332,2.8e-05,0.0596,0.354,132.909
2953,0.628,9,-10.94,0.0539,0.369,0.104,0.626,147.092
2954,0.534,0,-7.819,0.0536,1.55e-06,0.358,0.489,93.851
2955,0.441,9,-7.495,0.031,0.000848,0.108,0.971,199.001
2956,0.594,5,-12.829,0.0653,0.105,0.116,0.773,176.609
2957,0.349,7,-8.622,0.037,0.00232,0.0647,0.116,166.3
2958,0.366,2,-6.758,0.0326,0.939,0.345,0.495,77.473
2959,0.611,0,-8.728,0.0297,0.000786,0.467,0.212,119.879
2960,0.402,5,-10.374,0.0364,0.000165,0.171,0.34,87.016
2961,0.528,9,-10.352,0.0322,0.0,0.794,0.305,78.801
2962,0.691,11,-6.47,0.0367,0.0286,0.0804,0.957,128.111
2963,0.525,1,-7.575,0.0321,0.285,0.0382,0.935,91.951
2964,0.818,9,-11.172,0.19,1.15e-05,0.0489,0.726,78.469
2965,0.76,10,-5.964,0.0509,0.00185,0.113,0.636,111.01
2966,0.416,1,-8.724,0.0298,0.0,0.343,0.9,77.56
2967,0.353,8,-18.752,0.0399,4.77e-05,0.121,0.169,128.304
2968,0.885,8,-12.551,0.171,3.51e-06,0.239,0.969,93.233
2969,0.857,1,-9.62,0.0513,1.72e-05,0.272,0.805,89.122
2970,0.321,5,-13.701,0.0704,0.000913,0.122,0.493,83.266
2971,0.682,9,-6.116,0.0501,0.881,0.0389,0.312,130.032
2972,0.559,0,-8.434,0.032,0.0,0.109,0.195,97.453
2973,0.632,1,-8.345,0.0604,0.106,0.519,0.703,109.098
2974,0.326,9,-4.909,0.0506,0.725,0.293,0.397,143.927
2975,0.505,9,-8.007,0.0299,0.0,0.0701,0.532,125.997
2976,0.66,2,-8.101,0.0258,0.0102,0.0585,0.829,99.828
2977,0.939,7,-11.882,0.18,1.1e-05,0.0598,0.836,125.518
2978,0.66,7,-8.99,0.0379,0.631,0.107,0.658,91.965
2979,0.424,9,-5.455,0.0278,4.95e-06,0.298,0.193,144.636
2980,0.806,0,-13.867,0.0618,0.131,0.0422,0.755,118.625
2981,0.92,10,-9.396,0.0387,0.000533,0.107,0.762,100.158
2982,0.487,2,-8.749,0.0371,0.00324,0.0548,0.542,120.038
2983,0.654,9,-7.507,0.0323,0.459,0.0774,0.835,118.793
2984,0.257,1,-5.744,0.0458,8.36e-05,0.0928,0.323,171.196
2985,0.436,11,-2.923,0.101,6.63e-05,0.291,0.195,124.605
2986,0.752,11,-6.084,0.361,0.0,0.0605,0.299,83.967
2987,0.789,1,-13.702,0.0456,0.000408,0.144,0.826,104.593
2988,0.449,2,-5.236,0.114,0.000999,0.122,0.887,126.242
2989,0.867,11,-13.222,0.0875,0.000339,0.0864,0.866,133.148
2990,0.595,5,-9.323,0.0454,0.000212,0.0781,0.861,81.607
2991,0.505,5,-12.237,0.0479,0.00614,0.0675,0.698,114.027
2992,0.637,0,-5.054,0.0351,0.000179,0.152,0.52,126.106
2993,0.658,0,-17.287,0.129,0.051,0.115,0.417,174.039
2994,0.572,7,-7.027,0.0344,3.21e-06,0.09,0.399,122.491
2995,0.845,6,-7.504,0.216,0.00723,0.489,0.65,111.904
2996,0.481,10,-14.634,0.0344,6.96e-05,0.175,0.525,126.868
2997,0.347,9,-6.361,0.05,0.0156,0.256,0.534,158.271
2998,0.752,10,-9.455,0.0447,0.0103,0.306,0.961,91.563
2999,0.341,10,-4.98,0.0878,0.0,0.137,0.246,108.477
3000,0.555,0,-5.877,0.0388,1.22e-06,0.27,0.863,138.953
3001,0.61,0,-8.044,0.0611,7.5e-05,0.13,0.539,84.526
3002,0.175,7,-6.4,0.0479,0.817,0.113,0.496,201.328
3003,0.684,0,-6.994,0.0464,2.59e-05,0.359,0.859,112.527
3004,0.412,7,-13.897,0.0516,0.0717,0.0849,0.299,96.783
3005,0.77,3,-6.67,0.0618,4.36e-05,0.0827,0.301,129.991
3006,0.561,9,-14.14,0.327,0.0,0.813,0.646,78.659
3007,0.572,10,-17.993,0.0384,0.00335,0.116,0.892,77.698
3008,0.679,8,-8.49,0.123,0.0,0.194,0.978,135.862
3009,0.508,0,-5.825,0.0489,2.95e-05,0.701,0.562,92.033
3010,0.692,0,-4.226,0.0498,0.00123,0.044,0.973,119.907
3011,0.554,2,-9.849,0.0264,0.0,0.173,0.602,85.909
3012,0.629,0,-5.516,0.0264,0.00185,0.0934,0.386,94.023
3013,0.587,9,-9.932,0.0276,0.0,0.0644,0.528,76.055
3014,0.518,9,-3.749,0.093,0.0314,0.0712,0.873,115.026
3015,0.671,2,-11.626,0.0291,0.00964,0.34,0.971,143.526
3016,0.187,7,-14.954,0.039,0.326,0.172,0.335,163.42
3017,0.718,9,-8.342,0.168,0.0342,0.102,0.589,83.077
3018,0.782,10,-13.316,0.0642,0.0,0.203,0.72,115.308
3019,0.595,7,-12.346,0.0301,0.00652,0.2,0.32,100.534
3020,0.491,8,-10.478,0.0281,0.00134,0.0563,0.302,81.582
3021,0.692,9,-11.708,0.0625,0.0,0.0393,0.961,128.388
3022,0.538,4,-11.681,0.107,0.0,0.245,0.681,158.746
3023,0.811,5,-9.688,0.0402,1.41e-06,0.0526,0.797,92.94
3024,0.838,4,-9.975,0.0628,0.0257,0.0828,0.221,112.618
3025,0.817,1,-6.665,0.143,0.0,0.0975,0.781,97.915
3026,0.918,1,-12.754,0.148,0.0,0.316,0.76,102.604
3027,0.772,10,-7.263,0.056,0.0738,0.175,0.976,123.615
3028,0.641,6,-8.425,0.118,0.0,0.281,0.914,152.939
3029,0.846,10,-13.927,0.117,1.76e-05,0.251,0.633,96.194
3030,0.639,6,-7.297,0.0553,0.000353,0.13,0.449,111.751
3031,0.625,7,-9.962,0.0359,0.000525,0.124,0.829,80.024
3032,0.393,7,-14.601,0.0305,0.0,0.333,0.515,107.743
3033,0.55,2,-12.382,0.0454,0.0,0.216,0.604,128.31
3034,0.832,7,-15.031,0.0482,0.000376,0.499,0.968,132.932
3035,0.568,0,-12.176,0.077,0.919,0.207,0.904,127.221
3036,0.77,0,-5.604,0.211,0.000118,0.105,0.472,140.163
3037,0.463,11,-8.118,0.0894,0.00221,0.0558,0.888,183.054
3038,0.424,10,-19.156,0.0486,0.0284,0.307,0.285,94.32
3039,0.673,0,-6.679,0.0415,3.86e-06,0.126,0.9,97.257
3040,0.498,11,-11.985,0.0395,0.0,0.1,0.616,127.761
3041,0.3,1,-5.536,0.0294,0.0,0.0492,0.368,152.313
3042,0.602,4,-5.777,0.0256,5.06e-05,0.146,0.656,95.182
3043,0.617,11,-7.136,0.0354,3.34e-06,0.146,0.803,159.907
3044,0.752,9,-8.466,0.175,6.62e-06,0.036,0.821,114.932
3045,0.291,11,-5.683,0.0363,5.61e-06,0.0811,0.513,155.667
3046,0.794,11,-8.572,0.0453,2.89e-06,0.152,0.762,97.629
3047,0.86,6,-7.131,0.307,4.07e-05,0.113,0.79,143.184
3048,0.573,10,-4.05,0.0506,0.119,0.105,0.895,109.906
3049,0.161,1,-11.21,0.0472,0.409,0.371,0.0926,161.092
3050,0.613,8,-7.517,0.03,0.0,0.12,0.676,84.229
3051,0.887,5,-5.107,0.0703,0.0101,0.0165,0.89,107.955
3052,0.64,11,-9.752,0.0287,1.91e-06,0.0709,0.577,91.576
3053,0.681,9,-5.931,0.0447,3.7e-06,0.0939,0.345,101.118
3054,0.456,6,-6.794,0.0302,3.45e-05,0.466,0.843,114.027
3055,0.526,0,-10.078,0.0636,0.000793,0.697,0.637,150.545
3056,0.599,4,-3.967,0.0984,1.21e-06,0.3,0.881,170.918
3057,0.366,10,-7.017,0.0704,0.721,0.511,0.405,122.251
3058,0.557,6,-9.92,0.035,0.0,0.0984,0.249,76.321
3059,0.582,6,-11.43,0.0262,0.259,0.0806,0.326,138.825
3060,0.725,5,-16.682,0.0762,0.191,0.191,0.538,153.779
3061,0.614,9,-14.047,0.0397,3.7e-06,0.142,0.462,102.355
3062,0.744,7,-3.473,0.058,4.44e-05,0.307,0.691,107.37
3063,0.77,11,-10.687,0.11,0.000673,0.0435,0.94,98.677
3064,0.529,6,-6.315,0.031,6.26e-06,0.0772,0.814,120.598
3065,0.297,6,-4.652,0.0391,0.00252,0.06,0.146,176.145
3066,0.64,7,-6.576,0.0314,0.0,0.123,0.701,102.026
3067,0.468,1,-8.93,0.0942,0.000132,0.275,0.4,114.773
3068,0.659,9,-13.072,0.0349,0.0,0.11,0.598,99.235
3069,0.398,9,-4.212,0.0567,0.000177,0.0575,0.311,77.106
3070,0.4,2,-10.531,0.035,8.77e-06,0.139,0.335,58.18
3071,0.852,10,-16.328,0.0544,0.122,0.0855,0.75,123.024
3072,0.784,2,-6.995,0.08,0.0217,0.115,0.896,130.69
3073,0.403,5,-12.839,0.0298,0.000833,0.119,0.573,79.392
3074,0.371,7,-9.805,0.0325,0.0201,0.175,0.535,91.786
3075,0.64,7,-4.108,0.455,0.0,0.156,0.623,166.012
3076,0.637,7,-7.704,0.0346,0.00188,0.0339,0.95,127.702
3077,0.682,2,-6.874,0.0596,0.0,0.0635,0.733,123.323
3078,0.658,0,-8.513,0.036,0.00223,0.724,0.345,125.015
3079,0.26,1,-8.946,0.0795,0.339,0.0676,0.583,167.633
3080,0.356,4,-10.577,0.0314,2.1e-06,0.105,0.49,144.184
3081,0.491,5,-3.896,0.133,0.0,0.281,0.48,147.836
3082,0.349,4,-8.253,0.0659,0.0373,0.0622,0.707,147.865
3083,0.772,10,-13.777,0.165,0.679,0.0989,0.895,121.183
3084,0.544,10,-10.804,0.108,0.00109,0.0989,0.852,167.813
3085,0.583,9,-6.18,0.0271,0.0136,0.238,0.446,149.988
3086,0.805,7,-6.482,0.0389,0.0139,0.104,0.794,116.983
3087,0.738,9,-4.606,0.0541,6.25e-06,0.0669,0.838,125.489
3088,0.496,4,-3.646,0.0929,0.269,0.21,0.493,104.803
3089,0.622,9,-7.253,0.0302,4.62e-05,0.239,0.579,70.439
3090,0.276,9,-4.51,0.0873,0.0,0.089,0.223,82.923
3091,0.551,0,-10.962,0.0314,0.0873,0.277,0.231,90.957
3092,0.282,3,-13.656,0.0363,0.000313,0.191,0.0691,95.917
3093,0.512,0,-6.654,0.048,0.000465,0.112,0.162,94.258
3094,0.803,7,-11.711,0.0588,0.0481,0.0545,0.393,111.703
3095,0.606,9,-11.913,0.0774,0.0,0.365,0.91,139.526
3096,0.641,4,-6.453,0.0273,0.0,0.0851,0.542,138.748
3097,0.554,6,-5.852,0.0457,1.54e-06,0.631,0.813,105.39
3098,0.625,5,-6.213,0.0463,0.00022,0.153,0.695,119.719
3099,0.57,7,-10.458,0.194,8.47e-06,0.163,0.423,126.101
3100,0.662,0,-7.475,0.0397,0.0013,0.067,0.699,126.333
3101,0.419,10,-3.189,0.0342,0.344,0.14,0.838,149.897
3102,0.49,8,-3.68,0.0309,1.54e-05,0.0383,0.506,167.046
3103,0.446,9,-3.741,0.23,0.568,0.19,0.0642,125.027
3104,0.64,2,-13.363,0.226,0.0,0.105,0.775,161.834
3105,0.547,6,-18.528,0.0345,0.621,0.111,0.635,88.512
3106,0.506,2,-14.183,0.0345,0.0311,0.112,0.641,83.222
3107,0.23,4,-7.577,0.18,0.0,0.0715,0.404,217.578
3108,0.436,5,-7.584,0.086,0.00103,0.0965,0.575,159.953
3109,0.674,0,-9.723,0.0354,0.0,0.249,0.871,122.096
3110,0.882,9,-4.534,0.0933,0.0345,0.262,0.682,138.02
3111,0.795,9,-13.182,0.0487,0.407,0.389,0.341,123.982
3112,0.277,7,-12.033,0.0383,0.878,0.108,0.126,155.277
3113,0.416,9,-3.974,0.0613,0.00108,0.122,0.632,140.083
3114,0.682,7,-7.689,0.0289,0.0,0.115,0.91,130.704
3115,0.669,7,-7.588,0.0353,0.0,0.123,0.807,102.322
3116,0.749,7,-10.3,0.126,0.0954,0.235,0.887,104.7
3117,0.264,7,-17.593,0.0371,1.24e-05,0.274,0.154,77.527
3118,0.603,0,-4.558,0.214,0.00353,0.105,0.594,121.642
3119,0.433,0,-11.419,0.0496,0.0123,0.0994,0.114,120.048
3120,0.744,6,-5.973,0.0379,0.0368,0.06,0.598,116.163
3121,0.602,1,-10.917,0.0353,0.0153,0.149,0.31,108.017
3122,0.512,0,-6.145,0.0703,0.00528,0.0652,0.258,117.909
3123,0.264,9,-11.716,0.0325,0.00141,0.134,0.171,138.108
3124,0.404,7,-4.301,0.0456,1.71e-05,0.193,0.692,146.05
3125,0.657,0,-5.544,0.0369,0.00356,0.306,0.316,88.999
3126,0.606,3,-8.441,0.0739,0.0,0.115,0.795,106.918
3127,0.467,7,-4.749,0.0317,0.0108,0.154,0.58,118.545
3128,0.521,0,-6.136,0.0302,9.27e-06,0.0838,0.711,136.679
3129,0.609,7,-11.717,0.0292,0.000168,0.277,0.691,123.191
3130,0.835,1,-4.364,0.284,0.0,0.171,0.586,103.358
3131,0.509,9,-7.534,0.0642,1.75e-06,0.165,0.954,156.609
3132,0.676,1,-6.705,0.0294,0.0923,0.329,0.848,132.092
3133,0.574,10,-12.406,0.0658,1.71e-05,0.289,0.36,120.208
3134,0.305,0,-5.926,0.0809,0.00124,0.317,0.644,90.81
3135,0.529,8,-6.149,0.0391,0.00888,0.116,0.395,112.417
3136,0.587,6,-3.97,0.0653,0.000271,0.336,0.573,162.903
3137,0.428,9,-5.039,0.0327,2.09e-05,0.19,0.336,126.574
3138,0.693,0,-14.795,0.108,0.0,0.0958,0.63,140.734
3139,0.731,11,-5.655,0.391,0.0,0.843,0.658,91.766
3140,0.686,1,-8.304,0.0488,0.063,0.111,0.686,119.895
3141,0.619,0,-14.872,0.0276,0.0268,0.339,0.863,147.663
3142,0.798,0,-7.103,0.215,0.773,0.112,0.199,122.47
3143,0.799,7,-14.286,0.065,0.184,0.369,0.354,129.247
3144,0.612,9,-15.416,0.0294,0.0,0.198,0.801,111.805
3145,0.703,7,-10.818,0.0467,0.0,0.518,0.963,131.821
3146,0.35,2,-15.725,0.0332,0.0101,0.285,0.265,113.382
3147,0.42,2,-5.583,0.0638,0.00675,0.264,0.344,99.641
3148,0.433,4,-8.842,0.0293,3.75e-06,0.171,0.0385,98.981
3149,0.671,4,-9.776,0.0641,0.0515,0.121,0.782,105.23
3150,0.601,0,-4.31,0.0685,0.0,0.0717,0.676,130.189
3151,0.684,0,-13.409,0.0367,0.000791,0.0569,0.867,139.802
3152,0.457,4,-12.059,0.0481,2.39e-05,0.0677,0.363,146.883
3153,0.734,2,-11.75,0.0524,0.0,0.144,0.85,129.917
3154,0.796,9,-10.411,0.0556,0.0472,0.0716,0.867,125.965
3155,0.293,7,-11.353,0.0351,0.119,0.167,0.196,121.603
3156,0.601,5,-5.263,0.0276,0.00124,0.0871,0.446,125.145
3157,0.305,6,-7.981,0.0398,2.36e-05,0.091,0.586,100.675
3158,0.68,6,-1.729,0.299,0.0,0.0305,0.895,172.302
3159,0.399,2,-6.998,0.164,6.77e-06,0.73,0.447,175.009
3160,0.432,0,-6.659,0.0398,0.0815,0.557,0.528,126.481
3161,0.331,2,-4.513,0.0498,0.000659,0.144,0.325,167.083
3162,0.824,10,-14.149,0.275,4.17e-05,0.11,0.621,87.719
3163,0.572,3,-3.76,0.0422,4.44e-05,0.291,0.636,105.088
3164,0.918,9,-13.85,0.193,0.000655,0.0795,0.962,100.406
3165,0.47,5,-9.528,0.0356,0.91,0.301,0.248,84.535
3166,0.445,2,-7.937,0.0387,1.56e-05,0.0791,0.267,125.712
3167,0.665,1,-6.709,0.441,0.000982,0.326,0.521,89.962
3168,0.862,7,-4.722,0.222,0.00855,0.103,0.511,127.91
3169,0.356,8,-16.64,0.0353,0.096,0.209,0.278,86.669
3170,0.294,2,-6.268,0.0348,0.435,0.114,0.567,178.191
3171,0.688,0,-11.945,0.029,4.93e-05,0.0864,0.897,132.071
3172,0.522,5,-5.779,0.0431,0.00233,0.103,0.421,180.148
3173,0.31,6,-11.097,0.273,0.0,0.963,0.605,61.011
3174,0.552,11,-9.736,0.0364,0.0,0.046,0.593,208.571
3175,0.528,9,-11.487,0.0287,0.000303,0.109,0.172,76.012
3176,0.699,9,-14.14,0.0436,0.0169,0.0265,0.846,128.835
3177,0.181,9,-4.418,0.0669,0.88,0.47,0.219,131.606
3178,0.613,5,-6.95,0.0806,0.00231,0.0751,0.632,131.086
3179,0.379,9,-6.338,0.0439,0.724,0.17,0.463,86.782
3180,0.379,11,-8.163,0.0358,0.748,0.265,0.549,101.698
3181,0.76,1,-7.67,0.0323,0.5,0.112,0.112,119.603
3182,0.861,7,-3.453,0.244,0.0,0.0694,0.607,91.965
3183,0.464,11,-6.874,0.0393,0.0,0.151,0.476,143.603
3184,0.695,7,-9.313,0.0605,2.47e-05,0.261,0.542,96.818
3185,0.376,0,-3.974,0.104,0.0,0.0823,0.331,120.462
3186,0.345,2,-6.624,0.0295,0.000167,0.136,0.295,115.106
3187,0.493,5,-12.049,0.0349,0.0863,0.594,0.412,68.001
3188,0.609,3,-12.962,0.0804,0.000245,0.125,0.639,160.557
3189,0.656,9,-7.734,0.0389,0.0667,0.0974,0.576,117.296
3190,0.699,0,-19.342,0.0595,0.0,0.0607,0.533,115.147
3191,0.626,1,-7.925,0.197,0.0,0.384,0.912,171.459
3192,0.251,5,-6.383,0.0685,0.00408,0.313,0.748,189.067
3193,0.839,0,-10.598,0.0369,0.0542,0.1,0.96,109.724
3194,0.306,7,-8.746,0.0289,8.25e-05,0.392,0.178,103.842
3195,0.823,0,-7.061,0.0557,0.00135,0.649,0.397,90.997
3196,0.787,11,-9.522,0.195,0.000328,0.342,0.477,94.631
3197,0.338,7,-9.537,0.0388,5.8e-05,0.247,0.358,126.321
3198,0.346,6,-11.123,0.0282,0.0,0.0856,0.718,100.481
3199,0.769,1,-6.182,0.329,5.54e-06,0.0724,0.693,99.351
3200,0.514,2,-6.305,0.0501,0.0132,0.115,0.31,94.569
3201,0.467,1,-7.939,0.0271,0.0011,0.356,0.19,131.286
3202,0.561,1,-7.214,0.0269,0.000574,0.0523,0.839,136.396
3203,0.584,11,-9.431,0.0296,0.000363,0.0518,0.651,160.173
3204,0.124,0,-12.508,0.0571,0.863,0.362,0.128,97.137
3205,0.483,0,-11.035,0.0781,0.0447,0.153,0.832,123.05
3206,0.293,2,-4.665,0.174,0.000486,0.122,0.374,143.476
3207,0.523,0,-8.396,0.0269,3.45e-05,0.505,0.717,127.634
3208,0.605,7,-6.569,0.0452,0.295,0.343,0.431,121.993
3209,0.682,9,-10.644,0.165,0.000129,0.277,0.546,127.962
3210,0.532,0,-10.749,0.0368,0.000547,0.146,0.445,79.243
3211,0.234,2,-19.383,0.036,0.00191,0.0942,0.127,76.971
3212,0.64,4,-12.588,0.0464,0.73,0.141,0.869,117.142
3213,0.394,11,-7.17,0.0325,0.000183,0.355,0.357,100.48
3214,0.776,8,-13.861,0.0503,0.0,0.196,0.924,73.282
3215,0.618,2,-11.624,0.0735,0.0266,0.351,0.768,86.903
3216,0.681,9,-7.305,0.0626,2.09e-06,0.327,0.814,119.975
3217,0.699,10,-4.894,0.0296,0.581,0.388,0.612,131.996
3218,0.894,6,-19.943,0.889,0.0,0.252,0.506,91.707
3219,0.751,10,-10.617,0.0844,1.6e-05,0.0665,0.962,107.291
3220,0.851,5,-13.622,0.0703,0.0397,0.128,0.84,104.274
3221,0.603,2,-5.356,0.0908,0.00133,0.0896,0.866,91.224
3222,0.274,9,-9.012,0.0535,0.49,0.143,0.34,156.365
3223,0.433,9,-7.855,0.0565,0.761,0.124,0.117,145.443
3224,0.374,2,-4.572,0.171,0.128,0.234,0.474,80.607
