,Song,Artist,ID,Link,Danceability,Energy,Key,Loudness,Mode,Speechiness,Instrumentalness,Liveness,Valence,Tempo,Duration,Time Signature
1047,Sweet Little Sixteen,Chuck Berry,3K8sML4tdby0t66z7P0CxH,https://open.spotify.com/track/3K8sML4tdby0t66z7P0CxH,0.507,0.635,1,-7.84,1,0.0337,0.0,0.207,0.962,175.338,180747,4
1048,Wicked Game,Chris Isaak,57MbOuT7s2ES3IW9KuZQzI,https://open.spotify.com/track/57MbOuT7s2ES3IW9KuZQzI,0.665,0.292,9,-18.086,1,0.0294,0.0128,0.0679,0.345,112.331,287507,4
1049,Gangsters - 2015 Remaster,The Specials,6S5hWl5wCTGO3qrNw9QO8R,https://open.spotify.com/track/6S5hWl5wCTGO3qrNw9QO8R,0.701,0.664,4,-8.248,0,0.0362,0.116,0.452,0.814,130.419,170547,4
1050,Dry Your Eyes,The Streets,1DlCpos9Lj8pK6cYMRjipp,https://open.spotify.com/track/1DlCpos9Lj8pK6cYMRjipp,0.66,0.479,9,-7.364,1,0.247,0.0,0.102,0.471,80.027,269093,4
1051,Electric Feel,MGMT,3FtYbEfBqAlGO46NUDQSAt,https://open.spotify.com/track/3FtYbEfBqAlGO46NUDQSAt,0.763,0.803,1,-3.713,1,0.0351,0.285,0.348,0.561,103.04,229640,3
1052,Runnin' With The Devil,Van Halen,3gLlcZQMvpwgtV9THHXrGp,https://open.spotify.com/track/3gLlcZQMvpwgtV9THHXrGp,0.432,0.88,1,-5.769,0,0.0656,0.000191,0.185,0.527,95.59,216733,4
1053,Holiday,Madonna,3ibAzRj9JnowdoLkyllk3n,https://open.spotify.com/track/3ibAzRj9JnowdoLkyllk3n,0.813,0.699,7,-8.656,1,0.0458,0.0135,0.0527,0.732,117.548,231560,4
1054,Grindin',Clipse,3XrvEifl0hIzgBGUa5jBLS,https://open.spotify.com/track/3XrvEifl0hIzgBGUa5jBLS,0.592,0.77,1,-3.402,1,0.318,1.22e-06,0.103,0.361,191.692,264760,4
1055,Sister Ray,The Velvet Underground,49xYR3YoCFwrZVyVLt40Ya,https://open.spotify.com/track/49xYR3YoCFwrZVyVLt40Ya,0.265,0.869,7,-8.953,1,0.0483,0.544,0.14,0.563,131.134,1047133,4
1056,I Will Dare,The Replacements,1MV5BzujqyRQ417qj0rXNS,https://open.spotify.com/track/1MV5BzujqyRQ417qj0rXNS,0.456,0.857,7,-5.854,1,0.0833,0.0344,0.333,0.559,167.709,197427,4
1057,Swanee,Various Artists,7G3qdCgIUs36XhMItOQzEY,https://open.spotify.com/track/7G3qdCgIUs36XhMItOQzEY,0.551,0.155,5,-14.327,1,0.177,0.000412,0.0996,0.644,116.779,156347,4
1058,Don't You (Forget About Me),Various Artists,603aPXFY2Ec2WuFganUGuD,https://open.spotify.com/track/603aPXFY2Ec2WuFganUGuD,0.663,0.629,2,-12.697,1,0.026,0.0394,0.105,0.648,111.29,260867,4
1059,Blackbird - Remastered,The Beatles,4Z92RMiyJpUrApZi3LtpJ6,https://open.spotify.com/track/4Z92RMiyJpUrApZi3LtpJ6,0.686,0.127,7,-14.361,1,0.0342,1.41e-05,0.0573,0.372,93.699,138387,4
1060,It Wasn't God Who Made Honky Tonk Angels,Kitty Wells,5aQZHo2rZ7LcC03d67cOZf,https://open.spotify.com/track/5aQZHo2rZ7LcC03d67cOZf,0.598,0.188,9,-11.716,1,0.032,0.0,0.366,0.665,136.696,152333,4
1061,I Luv U,Dizzee Rascal,2FQDno7lfDiYHUeV8GKc3q,https://open.spotify.com/track/2FQDno7lfDiYHUeV8GKc3q,0.737,0.912,7,-3.708,1,0.288,1.01e-06,0.0467,0.905,136.047,245067,4
1062,Soul Makossa,Manu Dibango,4JaOd0NUBTckYFZMguuY7M,https://open.spotify.com/track/4JaOd0NUBTckYFZMguuY7M,0.831,0.826,0,-3.8,1,0.149,0.00234,0.128,0.775,115.014,264307,4
1063,Regret,New Order,0r3GwbbvVfYB7kCpbXm8Ba,https://open.spotify.com/track/0r3GwbbvVfYB7kCpbXm8Ba,0.504,0.966,5,-3.116,1,0.0329,0.0747,0.226,0.742,129.595,249840,4
1064,"Black (First Movement Of Black, Brown And Beige) - Live",Duke Ellington,3UA8JBmyDUAR2HT8H9NK00,https://open.spotify.com/track/3UA8JBmyDUAR2HT8H9NK00,0.402,0.0865,0,-21.101,0,0.0483,0.364,0.786,0.177,106.85,1312960,4
1065,Can the Circle Be Unbroken,The Carter Family,07IuSThN6YHAAollCnu1Ln,https://open.spotify.com/track/07IuSThN6YHAAollCnu1Ln,0.557,0.32,8,-8.874,1,0.0372,0.0,0.11,0.648,98.959,187000,4
1066,Little Fluffy Clouds,Various Artists,3dpCA7DiU1giuhNjlMfQDj,https://open.spotify.com/track/3dpCA7DiU1giuhNjlMfQDj,0.682,0.736,6,-12.46,0,0.0385,0.26,0.176,0.586,104.997,249800,4
1067,Kansas City,R&B,5kFYnWHFFA6CCFnASxiopV,https://open.spotify.com/track/5kFYnWHFFA6CCFnASxiopV,0.718,0.786,1,-5.629,1,0.0326,5.59e-06,0.292,0.956,116.452,145200,4
1068,POWER,Kanye West,2RUFzxyUlI36KKy9Agkqze,https://open.spotify.com/track/2RUFzxyUlI36KKy9Agkqze,0.539,0.907,0,-4.757,0,0.13,0.0,0.825,0.553,154.0,292093,4
1069,Sunny Afternoon,The Kinks,5KwbWPmwnOoXNqdMhh2S3m,https://open.spotify.com/track/5KwbWPmwnOoXNqdMhh2S3m,0.564,0.535,0,-7.13,1,0.0267,0.0,0.0674,0.463,124.224,213240,4
1070,Crosstown Traffic,Jimi Hendrix,7oVqbYLuql1XFKTpQQKn5s,https://open.spotify.com/track/7oVqbYLuql1XFKTpQQKn5s,0.482,0.96,0,-5.269,0,0.126,2.43e-06,0.294,0.544,113.263,139267,4
1071,Pony Blues,Charley Patton,10QQ2JdnG8fGF0jszPOGv5,https://open.spotify.com/track/10QQ2JdnG8fGF0jszPOGv5,0.422,0.265,10,-14.697,1,0.036,0.906,0.105,0.457,117.405,180625,4
1072,It's a Sin - 2001 Remaster,Pet Shop Boys,6vYK729O29XnvQqPWyLPfe,https://open.spotify.com/track/6vYK729O29XnvQqPWyLPfe,0.538,0.864,0,-5.928,0,0.0451,0.00054,0.239,0.293,127.127,300293,4
1073,One for My Baby - and One More for the Road,Frank Sinatra,0PJVuB7CJTdAuN2iOQB0IO,https://open.spotify.com/track/0PJVuB7CJTdAuN2iOQB0IO,0.359,0.027,4,-18.776,1,0.0419,0.000283,0.108,0.211,77.964,264440,5
1074,The Rip,Portishead,4kOy7M6eT5kYJCZxh0c6Lh,https://open.spotify.com/track/4kOy7M6eT5kYJCZxh0c6Lh,0.418,0.486,9,-9.421,0,0.0318,0.461,0.0988,0.249,74.924,270960,4
1075,Black Beatles,Rae Sremmurd,6fujklziTHa8uoM5OQSfIo,https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo,0.794,0.632,0,-6.163,1,0.0649,0.0,0.128,0.355,145.926,291893,4
1076,Manteca,Various Artists,5L7LHeiJ9J36nhL5b7AdUz,https://open.spotify.com/track/5L7LHeiJ9J36nhL5b7AdUz,0.459,0.706,5,-7.031,0,0.313,0.891,0.105,0.601,172.996,192427,4
1077,Duke Of Earl,Various Artists,3qK2ZChVMlJdcYtHwHaNX0,https://open.spotify.com/track/3qK2ZChVMlJdcYtHwHaNX0,0.578,0.363,5,-11.741,1,0.0338,0.0,0.203,0.644,103.351,145798,4
1078,"I Can’t Help Myself (Sugar Pie, Honey Bunch)",Various Artists,2EiyrT9qY8aSzOZXffkxWK,https://open.spotify.com/track/2EiyrT9qY8aSzOZXffkxWK,0.692,0.651,0,-7.466,1,0.0296,0.0,0.114,0.966,126.815,165920,4
1079,In My Room - Remastered,The Beach Boys,1X8BmgsY1nUiNmIbRVbkGp,https://open.spotify.com/track/1X8BmgsY1nUiNmIbRVbkGp,0.504,0.321,1,-13.172,0,0.027,0.000188,0.0958,0.528,103.465,134051,3
1080,Rebel Girl,Various Artists,0XyjtybwqSdqMAFfBEkmZf,https://open.spotify.com/track/0XyjtybwqSdqMAFfBEkmZf,0.435,0.939,8,-3.845,0,0.111,0.00466,0.0614,0.559,134.938,157333,4
1081,Mama Tried - Remastered 2001,Merle Haggard & The Strangers,1FTlLpP6V05yJWmcIg0rlK,https://open.spotify.com/track/1FTlLpP6V05yJWmcIg0rlK,0.725,0.654,2,-6.283,1,0.0609,2.7e-06,0.0769,0.659,97.255,132627,4
1082,Pristine,Snail Mail,4UADR6fNQfx4fxkiRQvSy2,https://open.spotify.com/track/4UADR6fNQfx4fxkiRQvSy2,0.483,0.695,0,-5.493,1,0.0313,0.000661,0.102,0.294,126.212,295333,4
1083,Ain't Too Proud To Beg,The Temptations,47Hl7stDTmTWF8DgL99B0F,https://open.spotify.com/track/47Hl7stDTmTWF8DgL99B0F,0.763,0.656,0,-6.86,1,0.0417,0.0,0.125,0.926,118.394,156173,4
1084,Rhapsody In Blue,Various Artists,4rsYmMFTlv7ULtlsz1Al1u,https://open.spotify.com/track/4rsYmMFTlv7ULtlsz1Al1u,0.347,0.26,8,-15.117,0,0.0433,0.866,0.545,0.198,83.484,539977,4
1085,Sixteen Tons,Various Artists,6Bqq92HMn3Cf9wkr9XXTew,https://open.spotify.com/track/6Bqq92HMn3Cf9wkr9XXTew,0.699,0.336,4,-14.617,1,0.175,5.95e-06,0.202,0.44,144.704,155467,4
1086,On Broadway - 2018 Remaster,The Drifters,1rDBmONfSiBaJJGqDH2OH5,https://open.spotify.com/track/1rDBmONfSiBaJJGqDH2OH5,0.747,0.628,1,-6.597,1,0.0289,0.0,0.122,0.919,108.767,179493,4
1087,Wipe Out,The Surfaris,4SDGb2V6J2rEbxNujwNeMl,https://open.spotify.com/track/4SDGb2V6J2rEbxNujwNeMl,0.461,0.955,11,-6.684,1,0.0489,0.532,0.952,0.725,160.073,166092,4
1088,Connection,Elastica,53LZqMzQEnjBkFXPqOq0cD,https://open.spotify.com/track/53LZqMzQEnjBkFXPqOq0cD,0.684,0.694,3,-5.776,1,0.0375,0.7,0.0496,0.882,121.342,140480,4
1089,Disco Inferno,The Trammps,5jUA1njy3h6ynHLvPdEVHt,https://open.spotify.com/track/5jUA1njy3h6ynHLvPdEVHt,0.799,0.632,10,-12.364,1,0.0332,0.359,0.103,0.967,128.567,659000,4
1090,Crazy Blues,Mamie Smith,5j6tQBJnNG4wLLdVISJ5g2,https://open.spotify.com/track/5j6tQBJnNG4wLLdVISJ5g2,0.436,0.178,5,-13.36,1,0.0448,0.912,0.259,0.464,111.858,202240,4
1091,Fuck You,CeeLo Green,3ydfhgIZIc2j39NLIhpJpq,https://open.spotify.com/track/3ydfhgIZIc2j39NLIhpJpq,0.693,0.879,0,-3.988,1,0.0578,0.0,0.124,0.753,127.457,223694,4
1092,Hey Boy Hey Girl,The Chemical Brothers,7kXmJwrZGIhDaLT9sNo3ut,https://open.spotify.com/track/7kXmJwrZGIhDaLT9sNo3ut,0.632,0.92,2,-4.976,1,0.0531,0.508,0.114,0.363,127.001,290493,4
1093,I Want to Know What Love Is - 1999 Remaster,Foreigner,1JLn8RhQzHz3qDqsChcmBl,https://open.spotify.com/track/1JLn8RhQzHz3qDqsChcmBl,0.477,0.471,6,-10.036,1,0.0277,1.76e-06,0.131,0.423,81.204,304787,4
1094,I Want You,Bob Dylan,7tJQ4Ekp2vN3NlI3vJJW3v,https://open.spotify.com/track/7tJQ4Ekp2vN3NlI3vJJW3v,0.509,0.68,5,-8.354,1,0.0372,0.0,0.0824,0.802,99.924,185200,4
1095,The Suburbs,Arcade Fire,6EaHDsTWNNJRkCMtptSE6n,https://open.spotify.com/track/6EaHDsTWNNJRkCMtptSE6n,0.612,0.668,6,-6.143,0,0.0302,0.0445,0.341,0.524,117.62,315200,4
1096,Dum Surfer,King Krule,5mWhSQfWEeBZD9YTd4yyFc,https://open.spotify.com/track/5mWhSQfWEeBZD9YTd4yyFc,0.651,0.944,2,-5.48,1,0.0381,0.145,0.116,0.676,119.983,263440,4
1097,Black and Tan Fantasy,Duke Ellington,5iltwljBW1H5ScLeeiB9ZB,https://open.spotify.com/track/5iltwljBW1H5ScLeeiB9ZB,0.492,0.194,6,-14.073,1,0.0577,0.104,0.182,0.368,91.353,203373,4
1098,Our House (Remastered),Madness,52MN1t40XkISi6QtVzVDJO,https://open.spotify.com/track/52MN1t40XkISi6QtVzVDJO,0.589,0.713,0,-6.064,1,0.0407,0.00103,0.0568,0.83,120.994,203173,4
1099,What a Fool Believes,The Doobie Brothers,2yBVeksU2EtrPJbTu4ZslK,https://open.spotify.com/track/2yBVeksU2EtrPJbTu4ZslK,0.758,0.378,8,-15.308,0,0.0449,0.0,0.049,0.985,120.736,223867,4
1100,Regulate,Warren G,5EEOjaJyWvfMglmEwf9bG3,https://open.spotify.com/track/5EEOjaJyWvfMglmEwf9bG3,0.832,0.588,11,-10.88,0,0.248,0.0,0.104,0.716,95.309,250868,4
1101,Novocaine For The Soul,Eels,0J3I49UdftZ6qSWZf6ItJs,https://open.spotify.com/track/0J3I49UdftZ6qSWZf6ItJs,0.409,0.717,6,-7.75,1,0.0395,0.0632,0.0827,0.311,169.212,188693,4
1102,Love and Happiness,Al Green,6SMHgPgNkhe9lneNTbgtel,https://open.spotify.com/track/6SMHgPgNkhe9lneNTbgtel,0.823,0.457,6,-10.961,1,0.234,0.000183,0.0763,0.735,99.163,307063,4
1103,Myth,Beach House,1OX2lkGZmC0uHPNHAxbFln,https://open.spotify.com/track/1OX2lkGZmC0uHPNHAxbFln,0.445,0.705,3,-6.257,1,0.0292,0.0917,0.0828,0.409,141.953,258653,4
1104,Waterloo,ABBA,10fRfvMo6WCO9Gaawxy2U9,https://open.spotify.com/track/10fRfvMo6WCO9Gaawxy2U9,0.445,0.949,2,-4.682,1,0.0471,8.18e-06,0.0902,0.653,147.604,168960,4
1105,"Harder, Better, Faster, Stronger",Daft Punk,5W3cjX2J3tjhG8zb6u0qHn,https://open.spotify.com/track/5W3cjX2J3tjhG8zb6u0qHn,0.817,0.716,6,-8.898,0,0.144,0.00263,0.358,0.692,123.474,224693,4
1106,Weak Become Heroes,The Streets,4H45wRMStWCWwCLQ8TEz1z,https://open.spotify.com/track/4H45wRMStWCWwCLQ8TEz1z,0.467,0.58,0,-12.792,0,0.272,0.0,0.091,0.465,130.091,332560,4
1107,Oh Happy Day,The Edwin Hawkins Singers,34yIb7hw5SuR80au1BHTtt,https://open.spotify.com/track/34yIb7hw5SuR80au1BHTtt,0.321,0.462,8,-10.711,1,0.0346,0.0,0.102,0.457,116.782,308600,4
1108,Down by the River - 2009 Remaster,Neil Young,2EFtUP7BmsjHzhQqI6A4rp,https://open.spotify.com/track/2EFtUP7BmsjHzhQqI6A4rp,0.465,0.466,9,-8.098,1,0.0333,0.0427,0.0911,0.555,164.315,558187,4
1109,Frankie Teardrop,Suicide,33LkkaxNIj3BIH2IXT2UGd,https://open.spotify.com/track/33LkkaxNIj3BIH2IXT2UGd,0.327,0.743,1,-15.712,1,0.0827,0.85,0.118,0.0388,168.584,626373,4
1110,Two Tribes,Frankie Goes To Hollywood,7LoYetkzNkYMY9P6nB3POn,https://open.spotify.com/track/7LoYetkzNkYMY9P6nB3POn,0.54,0.621,7,-13.165,1,0.0369,0.00287,0.367,0.195,130.202,208133,4
1111,November Rain,Guns N' Roses,53968oKecrFxkErocab2Al,https://open.spotify.com/track/53968oKecrFxkErocab2Al,0.197,0.629,11,-9.291,1,0.03,0.279,0.125,0.221,79.495,537507,4
1112,"So Long, Marianne",Leonard Cohen,63eDWEPplirGz51yew1vFt,https://open.spotify.com/track/63eDWEPplirGz51yew1vFt,0.551,0.296,9,-15.398,1,0.0284,3.34e-05,0.128,0.215,95.014,337707,3
1113,Black Dog,Led Zeppelin,1aoBEc0YDLO25nAoCGJRm2,https://open.spotify.com/track/1aoBEc0YDLO25nAoCGJRm2,0.432,0.848,4,-8.095,0,0.0878,0.0344,0.233,0.743,81.201,294000,4
1114,All Shook Up,Elvis Presley,3TqlAkUaVCXxEUtV1iavox,https://open.spotify.com/track/3TqlAkUaVCXxEUtV1iavox,0.691,0.496,10,-11.292,1,0.116,1.35e-05,0.197,0.958,75.21,118547,4
1115,Step,Vampire Weekend,78J9MBkAoqfvyeEpQKJDzD,https://open.spotify.com/track/78J9MBkAoqfvyeEpQKJDzD,0.624,0.724,10,-7.113,1,0.101,7.79e-06,0.101,0.624,78.008,251627,4
1116,In-A-Gadda-Da-Vida - 2006 Remaster Full-Length,Iron Butterfly,1exUq8aG2OMbSeZeTwz06k,https://open.spotify.com/track/1exUq8aG2OMbSeZeTwz06k,0.548,0.452,0,-11.612,1,0.0343,0.375,0.192,0.5,120.127,1024133,4
1117,Someone Like You,Adele,6QPKYGnAW9QozVz2dSWqRg,https://open.spotify.com/track/6QPKYGnAW9QozVz2dSWqRg,0.554,0.321,9,-8.251,1,0.028,0.0,0.0996,0.288,135.047,285240,4
1118,No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,0v9Wz8o0BT8DU38R4ddjeH,https://open.spotify.com/track/0v9Wz8o0BT8DU38R4ddjeH,0.652,0.795,11,-5.192,0,0.174,0.0,0.123,0.788,135.018,304607,4
1119,Dry The Rain,The Beta Band,1mTwxNQSCsgQJxBjEpaGH0,https://open.spotify.com/track/1mTwxNQSCsgQJxBjEpaGH0,0.593,0.626,4,-11.287,1,0.0317,0.166,0.218,0.753,150.483,366827,4
1120,Madame George - 1999 Remaster,Van Morrison,1N4MKISvC1ddfRCRQDXDd2,https://open.spotify.com/track/1N4MKISvC1ddfRCRQDXDd2,0.338,0.167,7,-16.498,1,0.0311,0.00137,0.0547,0.264,134.143,585173,4
1121,Bonnie And Clyde,Serge Gainsbourg,08SU4gI6p5gAvsyZ5TS8WA,https://open.spotify.com/track/08SU4gI6p5gAvsyZ5TS8WA,0.365,0.708,5,-9.655,1,0.0571,0.000362,0.0953,0.489,97.088,257533,4
1122,Singin' The Blues,Bix Beiderbecke And Frankie Trumbauer,4BAWJzRXuugy7YyntfQdw4,https://open.spotify.com/track/4BAWJzRXuugy7YyntfQdw4,0.652,0.14,0,-15.658,0,0.0743,0.91,0.0691,0.82,135.995,182227,4
1123,The Night,The Moody Blues,0XCzfcoHYYT4eCdFSBJbbf,https://open.spotify.com/track/0XCzfcoHYYT4eCdFSBJbbf,0.23,0.416,4,-8.09,0,0.033,0.00298,0.109,0.171,106.978,446400,4
1124,Setting Sun,The Chemical Brothers,3Bjx94921MJ0DvjQQ9KVpK,https://open.spotify.com/track/3Bjx94921MJ0DvjQQ9KVpK,0.445,0.995,6,-1.155,1,0.222,0.12,0.35,0.229,135.065,329000,4
1125,My Boy Lollipop,Various Artists,070g9tY4h59syO9Sk7E9dS,https://open.spotify.com/track/070g9tY4h59syO9Sk7E9dS,0.672,0.696,2,-6.167,1,0.0442,8.18e-05,0.101,0.97,132.089,120053,4
1126,Without You - Remastered,Harry Nilsson,02gV5Zc9ctbZxD1uTNIok5,https://open.spotify.com/track/02gV5Zc9ctbZxD1uTNIok5,0.453,0.213,4,-13.656,1,0.0279,3.68e-06,0.0506,0.0955,64.177,203000,4
1127,Lonely Woman,Ornette Coleman,23aDP04QX8MAHA99FLaPtN,https://open.spotify.com/track/23aDP04QX8MAHA99FLaPtN,0.474,0.376,9,-10.482,0,0.0283,0.000748,0.147,0.253,81.001,302200,4
1128,Sorry,Justin Bieber,09CtPGIpYB4BrO8qb1RGsF,https://open.spotify.com/track/09CtPGIpYB4BrO8qb1RGsF,0.654,0.76,0,-3.669,0,0.045,0.0,0.299,0.41,99.945,200787,4
1129,Rise Above,Black Flag,4kFfFe38CRVnTsakUTL4E4,https://open.spotify.com/track/4kFfFe38CRVnTsakUTL4E4,0.374,0.816,2,-13.88,1,0.0578,8.01e-06,0.0808,0.138,104.56,146560,4
1130,I'm On Fire,Bruce Springsteen,4bSWx86yHmy6OOMsQPU60F,https://open.spotify.com/track/4bSWx86yHmy6OOMsQPU60F,0.615,0.267,1,-22.618,0,0.0382,0.0859,0.0679,0.842,88.409,154267,4
1131,Back To Black,Amy Winehouse,2s4BsyV3KhhrtsdtNfzoqb,https://open.spotify.com/track/2s4BsyV3KhhrtsdtNfzoqb,0.49,0.725,10,-3.304,1,0.0392,2.68e-05,0.0983,0.335,123.28,240440,4
1132,Grace,Jeff Buckley,3fBKIViWMcdN0UW8yFpNIt,https://open.spotify.com/track/3fBKIViWMcdN0UW8yFpNIt,0.551,0.863,2,-5.551,1,0.0409,2.82e-05,0.248,0.22,127.949,322147,4
1133,Clandestino,Manu Chao,5cxLIBTu82H99Q2H6EXVOH,https://open.spotify.com/track/5cxLIBTu82H99Q2H6EXVOH,0.69,0.58,6,-6.474,0,0.0838,0.0,0.373,0.771,84.985,149173,4
1134,I Know You Got Soul,Eric B. & Rakim,53eSPiEnq4XkQSxczX7iKA,https://open.spotify.com/track/53eSPiEnq4XkQSxczX7iKA,0.905,0.732,2,-11.774,1,0.26,8.74e-05,0.358,0.75,103.938,284507,4
1135,Smalltown Boy,Bronski Beat,1nz1xzqPN4xYZtR4zgiLxt,https://open.spotify.com/track/1nz1xzqPN4xYZtR4zgiLxt,0.679,0.564,10,-11.247,1,0.0267,0.0709,0.275,0.926,134.586,303307,4
1136,Moonlight Serenade,Glenn Miller,3XiFWZoHQtGUYIdtShPwPD,https://open.spotify.com/track/3XiFWZoHQtGUYIdtShPwPD,0.343,0.157,3,-11.116,1,0.0295,0.113,0.178,0.0673,78.328,201400,3
1137,The Eton Rifles,The Jam,3Q1p4GBjyj6n54oFBCicwB,https://open.spotify.com/track/3Q1p4GBjyj6n54oFBCicwB,0.379,0.88,4,-7.52,0,0.0331,0.0856,0.129,0.878,157.291,238373,4
1138,Shake Some Action,Flamin' Groovies,0Afai8u1STCaDyTTm1gEZf,https://open.spotify.com/track/0Afai8u1STCaDyTTm1gEZf,0.495,0.632,8,-12.941,1,0.0404,0.0332,0.237,0.376,137.105,273307,4
1139,Smile,Lily Allen,79z9QkhHePTFsSeVw9uyj0,https://open.spotify.com/track/79z9QkhHePTFsSeVw9uyj0,0.632,0.639,5,-5.938,1,0.0259,0.0,0.221,0.733,95.506,196893,4
1140,Surfin' Bird,The Trashmen,77QYwu9caAUEbY8wJiiLSc,https://open.spotify.com/track/77QYwu9caAUEbY8wJiiLSc,0.593,0.968,11,-9.393,1,0.0541,0.000498,0.341,0.847,99.188,143293,4
1141,Our Lips Are Sealed - 2011 Remaster,The Go-Go's,2TVpUxoEaRH4GzndwGJyLY,https://open.spotify.com/track/2TVpUxoEaRH4GzndwGJyLY,0.569,0.937,8,-4.477,1,0.0574,0.0,0.0523,0.922,131.205,168547,4
1142,"Tonight, Tonight",The Smashing Pumpkins,1ulWieXWAXHtK0qtMwN4DG,https://open.spotify.com/track/1ulWieXWAXHtK0qtMwN4DG,0.277,0.644,6,-10.085,1,0.0338,0.776,0.208,0.177,148.868,254707,4
1143,Werewolves of London - 2007 Remaster,Warren Zevon,6kotXaSQaGYxE62hVpdHWu,https://open.spotify.com/track/6kotXaSQaGYxE62hVpdHWu,0.75,0.62,7,-8.72,1,0.0257,0.0135,0.0612,0.93,103.538,209467,4
1144,Devil with a Blue Dress On / Good Golly Miss Molly (Medley),Mitch Ryder and The Detroit Wheels,284iibHm6OfWr0aLhgH7sX,https://open.spotify.com/track/284iibHm6OfWr0aLhgH7sX,0.613,0.832,0,-10.599,1,0.0598,0.0,0.185,0.733,79.735,210766,4
1145,The Wind Cries Mary,Jimi Hendrix,5H6Jp0syB5yEPk7SWYdlmk,https://open.spotify.com/track/5H6Jp0syB5yEPk7SWYdlmk,0.499,0.495,5,-10.508,1,0.0501,0.0286,0.2,0.339,80.086,200733,4
1146,Neighborhood #1 (Tunnels),Arcade Fire,1juKLNmTdLlhlIDd3lr2p3,https://open.spotify.com/track/1juKLNmTdLlhlIDd3lr2p3,0.285,0.732,0,-5.544,1,0.0323,0.0138,0.327,0.237,123.38,288333,4
1147,Kool Thing,Sonic Youth,5jGF6KNfRM0wyXE7ph8Luo,https://open.spotify.com/track/5jGF6KNfRM0wyXE7ph8Luo,0.224,0.94,4,-5.831,0,0.063,0.0806,0.183,0.214,155.285,246400,4
1148,Motorcycle Emptiness - Remastered,Manic Street Preachers,73kW4XDVEv9Vuv7eVN7BdP,https://open.spotify.com/track/73kW4XDVEv9Vuv7eVN7BdP,0.529,0.784,1,-5.288,0,0.0283,0.142,0.135,0.253,112.461,368960,4
1149,We Can Work It Out - Remastered,The Beatles,3kEGnFqRfa5Ofhayh5LeWP,https://open.spotify.com/track/3kEGnFqRfa5Ofhayh5LeWP,0.367,0.587,2,-10.02,1,0.0275,0.0,0.135,0.745,106.182,135440,4
1150,Satellite of Love,Lou Reed,0NptWvZDRUp1OQrZ9gtHOg,https://open.spotify.com/track/0NptWvZDRUp1OQrZ9gtHOg,0.478,0.448,5,-13.088,1,0.0306,2.34e-05,0.317,0.61,121.932,219907,4
1151,Just Can't Get Enough - 2006 Digital Remaster,Depeche Mode,1XKJ2LGUBq1CG35TRuVinD,https://open.spotify.com/track/1XKJ2LGUBq1CG35TRuVinD,0.759,0.772,0,-9.374,1,0.0345,0.0423,0.144,0.904,128.177,224800,4
1152,Desperado,Eagles,3WYslMkn8jT3uVLunxPROB,https://open.spotify.com/track/3WYslMkn8jT3uVLunxPROB,0.313,0.235,7,-12.316,1,0.0282,0.00012,0.224,0.18,56.53,214867,4
1153,Day Tripper - Remastered,The Beatles,6hZblsaUs6Y9zUXg6C8oc5,https://open.spotify.com/track/6hZblsaUs6Y9zUXg6C8oc5,0.642,0.72,6,-10.595,0,0.029,0.0,0.28,0.704,137.724,169147,4
1154,The greatest,Lana Del Rey,6ERZ30cRjVWGtVLhczX9aL,https://open.spotify.com/track/6ERZ30cRjVWGtVLhczX9aL,0.443,0.226,2,-12.507,0,0.0359,0.0201,0.14,0.196,79.142,300361,3
1155,Think,Aretha Franklin,6v0BYC9pbDgQ6A7imml3eD,https://open.spotify.com/track/6v0BYC9pbDgQ6A7imml3eD,0.697,0.814,6,-5.594,1,0.0384,1.29e-05,0.244,0.934,110.092,138467,4
1156,Pacific 202,808 State,0C0HkrBJDEuX9fFLtGnkIk,https://open.spotify.com/track/0C0HkrBJDEuX9fFLtGnkIk,0.558,0.894,1,-7.76,1,0.0604,0.371,0.118,0.45,128.274,336400,4
1157,You Ain't Seen Nothing Yet,Bachman-Turner Overdrive,0B3hFXFOlbIPt942VGdNfb,https://open.spotify.com/track/0B3hFXFOlbIPt942VGdNfb,0.474,0.442,11,-15.049,0,0.0423,0.000212,0.213,0.773,118.362,237507,4
1158,"Holland, 1945",Neutral Milk Hotel,0NbFY505MI4MwTkiiM81I9,https://open.spotify.com/track/0NbFY505MI4MwTkiiM81I9,0.24,0.873,7,-4.296,1,0.0566,0.000152,0.624,0.395,99.779,192547,4
1159,Full of Fire,The Knife,5IoLwIo6AQNR3nCbTlwyCD,https://open.spotify.com/track/5IoLwIo6AQNR3nCbTlwyCD,0.62,0.878,9,-5.814,1,0.0454,0.46,0.0429,0.559,143.001,556507,4
1160,A Design for Life,Manic Street Preachers,2zLFYo8xrEBwCHAmTLeUuY,https://open.spotify.com/track/2zLFYo8xrEBwCHAmTLeUuY,0.259,0.818,0,-4.488,1,0.0461,5.77e-06,0.0588,0.388,123.328,260827,3
1161,Tell It Like It Is,Aaron Neville,7GSRH3L0HAM3StkAkYVamC,https://open.spotify.com/track/7GSRH3L0HAM3StkAkYVamC,0.61,0.376,2,-9.194,0,0.0287,2.18e-06,0.198,0.565,93.706,165960,3
